>ERR4453633.314246,ENST00000279022.7.S1,0
>ERR4453633.803137,ENST00000279022.7.S1,0
>ERR4453633.356337,ENST00000279022.7.S1,0
>ERR4453633.454344,ENST00000279022.7.S1,0
>ERR4453633.40580,ENST00000279022.7.S1,0
>ERR4453633.224742,ENST00000279022.7.S1,0
>ERR4453633.600775,ENST00000376925.8.S11,1
>ERR4453633.803131,ENST00000398409.1.S10,1
>ERR4453633.600294,ENST00000376925.8.S11,1
>ERR4453633.782578,ENST00000376925.8.S11,1
>ERR4453633.814797,ENST00000376925.8.S11,1
>ERR4453633.426039,ENST00000376925.8.S11,1
>ERR4453633.365026,ENST00000376925.8.S11,1
>ERR4453633.444273,ENST00000376925.8.S11,2
>ERR4453633.180287,ENST00000376925.8.S11,2
>ERR4453633.285866,ENST00000376925.8.S11,2
>ERR4453633.394919,ENST00000376925.8.S11,2
>ERR4453633.544535,ENST00000376925.8.S11,2
>ERR4453633.660796,ENST00000376925.8.S11,2
>ERR4453633.790672,ENST00000376925.8.S11,3
>ERR4453633.847258,ENST00000398409.1.S10,3
>ERR4453633.899425,ENST00000398409.1.S10,3
>ERR4453633.313244,ENST00000376925.8.S11,3
>ERR4453633.316515,ENST00000376925.8.S11,3
>ERR4453633.741264,ENST00000376925.8.S11,3
>ERR4453633.290370,ENST00000376925.8.S11,4
>ERR4453633.426855,ENST00000398409.1.S10,4
>ERR4453633.899152,ENST00000398409.1.S10,4
>ERR4453633.833652,ENST00000398409.1.S10,4
>ERR4453633.574496,ENST00000398409.1.S10,4
>ERR4453633.672623,ENST00000376925.8.S11,4
>ERR4453633.650884,ENST00000398411.5.S12,5
>ERR4453633.291306,ENST00000398409.1.S10,5
>ERR4453633.36625,ENST00000376925.8.S11,5
>ERR4453633.249090,ENST00000376925.8.S11,5
>ERR4453633.920411,ENST00000376925.8.S11,5
>ERR4453633.661763,ENST00000376925.8.S11,5
>ERR4453633.475150,ENST00000376925.8.S11,5
>ERR4453633.794697,ENST00000243997.8.S3,6
>ERR4453633.928018,ENST00000243997.8.S3,6
>ERR4453633.696660,ENST00000243997.8.S3,6
>ERR4453633.124887,ENST00000243997.8.S3,6
>ERR4453633.287601,ENST00000243997.8.S3,6
>ERR4453633.781727,ENST00000243997.8.S3,6
>ERR4453633.379164,ENST00000243997.8.S3,6
>ERR4453633.257060,ENST00000243997.8.S3,7
>ERR4453633.173564,ENST00000243997.8.S3,7
>ERR4453633.657160,ENST00000243997.8.S3,7
>ERR4453633.286259,ENST00000243997.8.S3,7
>ERR4453633.68829,ENST00000243997.8.S3,7
>ERR4453633.73868,ENST00000243997.8.S3,7
>ERR4453633.584123,ENST00000243997.8.S3,8
>ERR4453633.560190,ENST00000243997.8.S3,8
>ERR4453633.676716,ENST00000243997.8.S3,8
>ERR4453633.454839,ENST00000243997.8.S3,8
>ERR4453633.706680,ENST00000243997.8.S3,8
>ERR4453633.448735,ENST00000243997.8.S3,8
>ERR4453633.393850,ENST00000243997.8.S3,8
>ERR4453633.351785,ENST00000243997.8.S3,9
>ERR4453633.520950,ENST00000243997.8.S3,9
>ERR4453633.534995,ENST00000243997.8.S3,9
>ERR4453633.89862,ENST00000243997.8.S3,9
>ERR4453633.386237,ENST00000243997.8.S3,9
>ERR4453633.925267,ENST00000243997.8.S3,9
>ERR4453633.216949,ENST00000243997.8.S3,9
>ERR4453633.127906,ENST00000243997.8.S3,10
>ERR4453633.896092,ENST00000243997.8.S3,10
>ERR4453633.809528,ENST00000243997.8.S3,10
>ERR4453633.626400,ENST00000243997.8.S3,10
>ERR4453633.56737,ENST00000243997.8.S3,10
>ERR4453633.608272,ENST00000243997.8.S3,10
>ERR4453633.912630,ENST00000243997.8.S3,10
>ERR4453633.452495,ENST00000243997.8.S3,10
>ERR4453633.569784,ENST00000243997.8.S3,11
>ERR4453633.621369,ENST00000243997.8.S3,11
>ERR4453633.887272,ENST00000243997.8.S3,11
>ERR4453633.480317,ENST00000243997.8.S3,11
>ERR4453633.351581,ENST00000243997.8.S3,11
>ERR4453633.842956,ENST00000243997.8.S3,11
>ERR4453633.703983,ENST00000243997.8.S3,12
>ERR4453633.394420,ENST00000243997.8.S3,12
>ERR4453633.311267,ENST00000243997.8.S3,12
>ERR4453633.570048,ENST00000243997.8.S3,12
>ERR4453633.925676,ENST00000243997.8.S3,12
>ERR4453633.504482,ENST00000243997.8.S3,12
>ERR4453633.355918,ENST00000243997.8.S3,12
>ERR4453633.63642,ENST00000243997.8.S3,12
>ERR4453633.627156,ENST00000243997.8.S3,12
>ERR4453633.727057,ENST00000243997.8.S3,12
>ERR4453633.669771,ENST00000243997.8.S3,12
>ERR4453633.624249,ENST00000243997.8.S3,13
>ERR4453633.925280,ENST00000243997.8.S3,13
>ERR4453633.353796,ENST00000243997.8.S3,13
>ERR4453633.912273,ENST00000243997.8.S3,13
>ERR4453633.150176,ENST00000243997.8.S3,13
>ERR4453633.217415,ENST00000243997.8.S3,13
>ERR4453633.319858,ENST00000243997.8.S3,13
>ERR4453633.154015,ENST00000243997.8.S3,14
>ERR4453633.487555,ENST00000243997.8.S3,14
>ERR4453633.40084,ENST00000243997.8.S3,14
>ERR4453633.378196,ENST00000243997.8.S3,14
>ERR4453633.352428,ENST00000243997.8.S3,14
>ERR4453633.181391,ENST00000243997.8.S3,14
>ERR4453633.779575,ENST00000243997.8.S3,15
>ERR4453633.191301,ENST00000243997.8.S3,15
>ERR4453633.355668,ENST00000243997.8.S3,15
>ERR4453633.83898,ENST00000243997.8.S3,15
>ERR4453633.620407,ENST00000243997.8.S3,15
>ERR4453633.170609,ENST00000243997.8.S3,15
>ERR4453633.512106,ENST00000243997.8.S3,16
>ERR4453633.50972,ENST00000243997.8.S3,16
>ERR4453633.848838,ENST00000243997.8.S3,16
>ERR4453633.188784,ENST00000243997.8.S3,16
>ERR4453633.116630,ENST00000243997.8.S3,16
>ERR4453633.856389,ENST00000243997.8.S3,16
>ERR4453633.211330,ENST00000243997.8.S3,16
>ERR4453633.764729,ENST00000243997.8.S3,16
>ERR4453633.195945,ENST00000243997.8.S3,16
>ERR4453633.34773,ENST00000343986.9.S4,17
>ERR4453633.34440,ENST00000343986.9.S4,17
>ERR4453633.694948,ENST00000343986.9.S4,17
>ERR4453633.753213,ENST00000343986.9.S4,17
>ERR4453633.307299,ENST00000343986.9.S4,17
>ERR4453633.199101,ENST00000343986.9.S4,17
>ERR4453633.150301,ENST00000343986.9.S4,17
